h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
8760145a3ffffff,7195.7920406419935,self_median,"POLYGON ((77.53944918289585 12.95373127097913, 77.535446940031 12.966210885860363, 77.52286057172859 12.968744146161134, 77.51427797571945 12.95879918608375, 77.5182800237099 12.946321075280034, 77.53086486286249 12.943786420478702, 77.53944918289585 12.95373127097913))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,4464,13988,6250,4761,297,29760,875957.869730689
8761892e1ffffff,5710.762889122882,self_median,"POLYGON ((77.68320157312287 12.983161114901936, 77.67919830928514 12.995651773596688, 77.66659157531416 12.998191800161356, 77.65798963408241 12.988242552908833, 77.6619927108689 12.975753390495637, 77.67459791621894 12.97321197905409, 77.68320157312287 12.983161114901936))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,3064,9374,3064,2343,180,18025,695182.3602793907
876189205ffffff,6731.616485696469,neighbour_median,"POLYGON ((77.78750488787547 12.915341124024428, 77.78350207426061 12.927843466026292, 77.77088429801842 12.930395030573258, 77.76227086298519 12.920445629533804, 77.76627349535272 12.907944781681195, 77.7788897442825 12.905391840718917, 77.78750488787547 12.915341124024428))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,220,660,275,206,13,1374,819452.8695869013
87618926dffffff,6491.785819352318,self_median,"POLYGON ((77.60864242576126 12.811300996139432, 77.60464171742244 12.82379239857313, 77.59205192519424 12.826340596294706, 77.58346436893507 12.81639877889759, 77.58746488635495 12.803908883056904, 77.60005315123205 12.80135929802335, 77.60864242576126 12.811300996139432))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,672,1938,751,553,39,3953,790257.812475694
8760145b3ffffff,12087.912087912087,self_median,"POLYGON ((77.56979739968311 13.005996845074433, 77.56579433844675 13.018476863379616, 77.55320177705151 13.021008102136088, 77.54461380667267 13.011060715803342, 77.54861667462532 12.998582198083902, 77.56120770651967 12.996049566113212, 77.56979739968311 13.005996845074433))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.08999999999999997}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.29}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.34}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.26}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.08999999999999997,0.29,0.34,0.26,0.02,2644,8520,9989,7638,587,29378,1471485.2322322854
876014581ffffff,5602.236520613951,self_median,"POLYGON ((77.50627344972142 12.983752812183164, 77.5022709717766 12.996228324926417, 77.48968781945382 12.998757264873957, 77.48110867498217 12.988812089388, 77.48511095620522 12.976338081031953, 77.49769257889992 12.973807743777263, 77.50627344972142 12.983752812183164))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,2796,8555,2796,2138,164,16449,681971.2327159806
876189344ffffff,5117.775524922574,self_median,"POLYGON ((77.77645368488797 12.765563484418811, 77.77245285747168 12.778070997877943, 77.75984266173694 12.780632960313563, 77.75123481959942 12.77068878401049, 77.75523546533807 12.758182771167224, 77.76784413517305 12.755619434012745, 77.77645368488797 12.765563484418811))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.54}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.15}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.54,0.15,0.12,0.01,274,823,228,183,15,1523,622996.8461082813
8760145a9ffffff,5900.0,self_median,"POLYGON ((77.47595993922123 12.931500626622517, 77.47195828441349 12.943975725473974, 77.45938133188866 12.94650669905999, 77.45080756371988 12.936563972381288, 77.4548090202216 12.924090381401314, 77.46738444347578 12.921558009231983, 77.47595993922123 12.931500626622517))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,0,2,0,0,0,2,718218.5647141037
8761892f6ffffff,6202.343139508584,self_median,"POLYGON ((77.75608506248084 13.050278790155323, 77.75208062380325 13.062772817930073, 77.73946148156068 13.065312404686352, 77.73084830712237 13.055359344478026, 77.73485256266679 13.042866806913846, 77.74747017606435 13.04032583934669, 77.75608506248084 13.050278790155323))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,772,2271,817,635,45,4540,755023.3877156308
87618920cffffff,5611.643792888719,self_median,"POLYGON ((77.74965619515231 12.922996421828906, 77.74565343506897 12.93549523732784, 77.73304035022656 12.938043879457954, 77.72443155337179 12.928095085304786, 77.72843413012048 12.915597765412697, 77.7410456873398 12.913047744067411, 77.74965619515231 12.922996421828906))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,536,1641,536,410,31,3154,683116.3984093805
87601451cffffff,6288.3056152058125,self_median,"POLYGON ((77.48338895266149 12.87165029539615, 77.47938803969205 12.884128512434776, 77.46681253352831 12.886664438495009, 77.45823946924884 12.876723544608142, 77.46224018439375 12.864246837502527, 77.47481416192028 12.861709514354636, 77.48338895266149 12.87165029539615))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.5,0.19,0.14,0.01,166,521,198,146,10,1041,765487.7683791114
8760145a2ffffff,11630.66318537859,self_median,"POLYGON ((77.5606244158267 12.961141442428557, 77.55662197923365 12.973622560119452, 77.54403247664307 12.97615658526616, 77.535446940031 12.966210885860363, 77.53944918289585 12.95373127097913, 77.55203715637984 12.951195852696245, 77.5606244158267 12.961141442428557))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.09999999999999998}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.3}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.33}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.25}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.09999999999999998,0.3,0.33,0.25,0.02,3076,9228,10151,7690,615,30760,1415823.4270636907
8760145acffffff,5513.193901785408,self_median,"POLYGON ((77.51370037931676 12.923898313809275, 77.50969864410037 12.936376966582106, 77.4971169414331 12.938910859204448, 77.48853850325409 12.92896749487726, 77.49254004223 12.916490348557863, 77.50512021590356 12.91395506011534, 77.51370037931676 12.923898313809275))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.53}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.53,0.17,0.12,0.01,1724,5377,1724,1217,101,10143,671131.900191672
87618925dffffff,9746.539219227774,self_median,"POLYGON ((77.61040912426928 12.91607080211009, 77.60640704838463 12.92855805216083, 77.59381274222542 12.931098546657475, 77.58522204060961 12.921153180016534, 77.58922392554183 12.908667432294719, 77.60181670332167 12.906125548887026, 77.61040912426928 12.91607080211009))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.13}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.37}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.28}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.21}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.13,0.37,0.28,0.21,0.01,3634,10344,7828,5871,279,27956,1186465.3235531345
876189262ffffff,6096.349785287115,self_median,"POLYGON ((77.67680938434218 12.855917944350956, 77.6728077993293 12.868413332688784, 77.66020711472075 12.870962432289412, 77.65160954280293 12.861017526808233, 77.65561094056919 12.84852364013451, 77.66821009777998 12.845973157279758, 77.67680938434218 12.855917944350956))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.51,0.18,0.14,0.01,1684,5367,1894,1473,105,10523,742120.6089464487
87618935effffff,4038.179148311307,self_median,"POLYGON ((77.75244653178291 12.840595903706134, 77.74844482914105 12.853098343555546, 77.73583474284138 12.855653269110302, 77.7272278862548 12.84570713248212, 77.73122940581314 12.833206191392435, 77.74383796532261 12.83064988817236, 77.75244653178291 12.840595903706134))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.20000000000000007}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.58}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.12}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.09}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.20000000000000007,0.58,0.12,0.09,0.01,322,934,193,145,16,1610,491575.4630438252
8761892f3ffffff,7020.550016991571,self_median,"POLYGON ((77.71823227949591 13.057898153238007, 77.71422789749289 13.070388639982308, 77.70161345753061 13.072925288454906, 77.69300492900469 13.062972833786027, 77.69700912578699 13.050483838700892, 77.70962203659712 13.047945806625071, 77.71823227949591 13.057898153238007))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.47,0.21,0.15,0.01,81,238,106,76,5,506,854625.3146961464
876014584ffffff,8324.084615528245,self_median,"POLYGON ((77.54403247664307 12.97615658526616, 77.54002992123141 12.988635653400276, 77.52744202358171 12.991167519159818, 77.51885821096965 12.981221711328736, 77.52286057172859 12.968744146161134, 77.535446940031 12.966210885860363, 77.54403247664307 12.97615658526616))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000013}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.42}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000013,0.42,0.24,0.18,0.01,4830,13525,7728,5796,322,32201,1013307.1364616015
876014595ffffff,8817.542722236329,self_median,"POLYGON ((77.55320177705151 13.021008102136088, 77.54919859656368 13.03348606577373, 77.53660763962702 13.036015142335277, 77.5280213931993 13.026067649878682, 77.53202437947819 13.013591186982596, 77.54461380667267 13.011060715803342, 77.55320177705151 13.021008102136088))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.13000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.41}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.26}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.19}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.13000000000000012,0.41,0.26,0.19,0.01,3117,9833,6235,4556,239,23980,1073376.759028791
876189248ffffff,7088.392159438381,self_median,"POLYGON ((77.58463601345704 12.886236634896896, 77.5806344404284 12.898722918015576, 77.56804479063038 12.90126403813374, 77.55945824236939 12.891320265369508, 77.56345962307483 12.878835486959629, 77.57604774464343 12.876292976607804, 77.58463601345704 12.886236634896896))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,3520,11032,4929,3755,234,23470,862883.8716750067
876189240ffffff,7467.25720943276,self_median,"POLYGON ((77.64360631310693 12.88600274071129, 77.63960448123956 12.89849406537367, 77.62700698209287 12.90103886539099, 77.61841284298353 12.891093726833853, 77.62241448575068 12.878603904171367, 77.63501045700714 12.876057718068125, 77.64360631310693 12.88600274071129))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.46,0.22,0.16,0.01,2815,8632,4128,3002,187,18764,909003.8568321762
87601692dffffff,8009.959886686745,self_median,"POLYGON ((77.67298176523184 13.125404712078042, 77.66897669672358 13.137888459366648, 77.65636550100561 13.140417230275805, 77.64776090417011 13.13046364175221, 77.65176578489363 13.117981385491833, 77.66437545051818 13.115451226726334, 77.67298176523184 13.125404712078042))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.44}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.23}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.44,0.23,0.17,0.01,733,2151,1124,831,48,4887,975068.1174972373
876189209ffffff,8093.378976146811,self_median,"POLYGON ((77.71182158128593 12.930642956408832, 77.70781887846209 12.943138241033456, 77.69521049339984 12.945683960404041, 77.68660633937125 12.93573577716062, 77.69060885677602 12.923241989594745, 77.7032157139092 12.920694888214342, 77.71182158128593 12.930642956408832))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.14000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.43}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.14000000000000012,0.43,0.24,0.18,0.01,1612,4953,2764,2073,115,11517,985222.8867687229
87601459dffffff,6438.385032675148,neighbour_median,"POLYGON ((77.49426558615215 13.021176743422778, 77.49026267853532 13.033649646626564, 77.47767960694357 13.036175025464006, 77.46910097331116 13.026228899846343, 77.47310368350374 13.013757500069463, 77.48568522503113 13.011230722485758, 77.49426558615215 13.021176743422778))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,338,977,378,279,19,1991,783757.2300414768
876189253ffffff,8187.092944151331,self_median,"POLYGON ((77.65739475263415 12.95331527240758, 77.65339198706758 12.965804980895406, 77.64078990307624 12.968345622399557, 77.63219211340875 12.958397941629139, 77.63619469054704 12.945909731811764, 77.64879524606121 12.943367704095584, 77.65739475263415 12.95331527240758))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.14000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.43}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.14000000000000012,0.43,0.24,0.18,0.01,1449,4450,2484,1863,103,10349,996630.871784633
